Container ID,Name,CPU %,Memory Usage,Memory %,Net I/O,Block I/O,PIDs
a6ce5eabed7a,oai-udr,0.33,21.64MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,20.86MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.34,21.95MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.98MiB / 31.09GiB,0.08,236kB / 406kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,1.83,23.29MiB / 31.09GiB,0.07,560MB / 549MB,0B / 0B,15
1d733de5658f,cn-agent,0.42,42.1MiB / 31.09GiB,0.13,25.7MB / 12.4MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.4,21.62MiB / 31.09GiB,0.07,680kB / 356kB,0B / 0B,7
88df3cf2f98e,mysql,0.45,406MiB / 31.09GiB,1.28,9.03MB / 23MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.84,46.48MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,174.69,753.8MiB / 31.09GiB,2.37,133MB / 134MB,280MB / 1.27GB,54
1ec32aa56724,r_agent,0.81,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.96MiB / 31.09GiB,0.07,651kB / 907kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.27,21.64MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.24,20.86MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.27,21.95MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.02,23.98MiB / 31.09GiB,0.08,237kB / 407kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.04,23.29MiB / 31.09GiB,0.07,567MB / 556MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.11MiB / 31.09GiB,0.13,25.8MB / 12.4MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.35,21.62MiB / 31.09GiB,0.07,682kB / 357kB,0B / 0B,7
88df3cf2f98e,mysql,0.24,406MiB / 31.09GiB,1.28,9.05MB / 23.1MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.11,46.18MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,171.15,753.8MiB / 31.09GiB,2.37,133MB / 134MB,280MB / 1.27GB,54
1ec32aa56724,r_agent,1.45,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.97MiB / 31.09GiB,0.07,652kB / 908kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.42,21.64MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.23,20.9MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.31,21.95MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.03MiB / 31.09GiB,0.08,237kB / 407kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.47,23.34MiB / 31.09GiB,0.07,579MB / 567MB,0B / 0B,15
1d733de5658f,cn-agent,0.35,42.11MiB / 31.09GiB,0.13,25.8MB / 12.4MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.37,21.62MiB / 31.09GiB,0.07,682kB / 357kB,0B / 0B,7
88df3cf2f98e,mysql,0.54,405.9MiB / 31.09GiB,1.27,9.06MB / 23.1MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.72MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.03,45.96MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,157.73,753.8MiB / 31.09GiB,2.37,133MB / 134MB,280MB / 1.27GB,54
1ec32aa56724,r_agent,0.87,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,23.04MiB / 31.09GiB,0.07,653kB / 910kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.3,21.7MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.31,20.91MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.35,21.95MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.04MiB / 31.09GiB,0.08,237kB / 408kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.43,23.34MiB / 31.09GiB,0.07,594MB / 581MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.12MiB / 31.09GiB,0.13,25.9MB / 12.4MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.33,21.68MiB / 31.09GiB,0.07,683kB / 357kB,0B / 0B,7
88df3cf2f98e,mysql,0.24,405.9MiB / 31.09GiB,1.27,9.07MB / 23.1MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.42,46.05MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,156.03,753.8MiB / 31.09GiB,2.37,133MB / 134MB,280MB / 1.27GB,54
1ec32aa56724,r_agent,1.84,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,23.11MiB / 31.09GiB,0.07,654kB / 911kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.31,21.85MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.36,20.92MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.3,21.97MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.09MiB / 31.09GiB,0.08,238kB / 409kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.71,23.27MiB / 31.09GiB,0.07,609MB / 596MB,0B / 0B,15
1d733de5658f,cn-agent,0.45,42.35MiB / 31.09GiB,0.13,25.9MB / 12.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.3,21.68MiB / 31.09GiB,0.07,684kB / 358kB,0B / 0B,7
88df3cf2f98e,mysql,0.36,405.9MiB / 31.09GiB,1.27,9.09MB / 23.2MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.92,46.09MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,154.35,753.9MiB / 31.09GiB,2.37,133MB / 134MB,280MB / 1.27GB,54
1ec32aa56724,r_agent,1.1,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,23.11MiB / 31.09GiB,0.07,655kB / 913kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.25,21.85MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.28,20.92MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.32,21.97MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.09MiB / 31.09GiB,0.08,238kB / 410kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.39,23.27MiB / 31.09GiB,0.07,624MB / 610MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.25MiB / 31.09GiB,0.13,25.9MB / 12.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.31,21.68MiB / 31.09GiB,0.07,686kB / 359kB,0B / 0B,7
88df3cf2f98e,mysql,0.17,405.9MiB / 31.09GiB,1.27,9.1MB / 23.2MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.33,45.87MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,157.66,753.9MiB / 31.09GiB,2.37,134MB / 135MB,280MB / 1.27GB,54
1ec32aa56724,r_agent,1.97,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.03,23.09MiB / 31.09GiB,0.07,656kB / 915kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.34,21.91MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.31,20.95MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.31,21.9MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.13MiB / 31.09GiB,0.08,238kB / 410kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.84,23.27MiB / 31.09GiB,0.07,639MB / 625MB,0B / 0B,15
1d733de5658f,cn-agent,0.94,42.25MiB / 31.09GiB,0.13,26MB / 12.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.39,21.72MiB / 31.09GiB,0.07,686kB / 359kB,0B / 0B,7
88df3cf2f98e,mysql,0.54,405.9MiB / 31.09GiB,1.27,9.12MB / 23.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,3.15,46.09MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,3
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,159.79,753.9MiB / 31.09GiB,2.37,134MB / 135MB,280MB / 1.28GB,54
1ec32aa56724,r_agent,0.54,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,23.08MiB / 31.09GiB,0.07,657kB / 916kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.22,21.97MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.21,21.02MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.28,21.91MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.21MiB / 31.09GiB,0.08,238kB / 410kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.13,23.34MiB / 31.09GiB,0.07,646MB / 631MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.14MiB / 31.09GiB,0.13,26MB / 12.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.26,21.75MiB / 31.09GiB,0.07,687kB / 359kB,0B / 0B,7
88df3cf2f98e,mysql,0.13,405.9MiB / 31.09GiB,1.27,9.13MB / 23.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.13,46.36MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,156.68,753.9MiB / 31.09GiB,2.37,134MB / 135MB,280MB / 1.28GB,54
1ec32aa56724,r_agent,0.74,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.02,22.94MiB / 31.09GiB,0.07,658kB / 918kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.36,22.04MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.26,21.06MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.4,21.95MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.21MiB / 31.09GiB,0.08,239kB / 411kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.55,23.39MiB / 31.09GiB,0.07,661MB / 646MB,0B / 0B,15
1d733de5658f,cn-agent,0.8,42.27MiB / 31.09GiB,0.13,26.1MB / 12.5MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.37,21.78MiB / 31.09GiB,0.07,689kB / 360kB,0B / 0B,7
88df3cf2f98e,mysql,0.66,405.9MiB / 31.09GiB,1.27,9.15MB / 23.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.79MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.46,45.86MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,152.57,754MiB / 31.09GiB,2.37,134MB / 135MB,280MB / 1.28GB,54
1ec32aa56724,r_agent,0.9,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.94MiB / 31.09GiB,0.07,659kB / 919kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.35,22.04MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,21.06MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.29,21.95MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.21MiB / 31.09GiB,0.08,239kB / 412kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.51,23.43MiB / 31.09GiB,0.07,676MB / 660MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.15MiB / 31.09GiB,0.13,26.1MB / 12.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.3,21.78MiB / 31.09GiB,0.07,690kB / 361kB,0B / 0B,7
88df3cf2f98e,mysql,0.25,405.9MiB / 31.09GiB,1.27,9.16MB / 23.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.79MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.27,45.84MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,152.91,754MiB / 31.09GiB,2.37,134MB / 135MB,280MB / 1.28GB,54
1ec32aa56724,r_agent,1.71,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.71MiB / 31.09GiB,0.07,660kB / 920kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.34,22.13MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.32,21.06MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.3,21.41MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.24MiB / 31.09GiB,0.08,239kB / 412kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.55,23.5MiB / 31.09GiB,0.07,691MB / 675MB,0B / 0B,15
1d733de5658f,cn-agent,0.95,42.38MiB / 31.09GiB,0.13,26.1MB / 12.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.3,21.67MiB / 31.09GiB,0.07,690kB / 361kB,0B / 0B,7
88df3cf2f98e,mysql,0.58,405.9MiB / 31.09GiB,1.27,9.18MB / 23.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.79MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.76,46.1MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,145.87,753.9MiB / 31.09GiB,2.37,135MB / 136MB,280MB / 1.28GB,54
1ec32aa56724,r_agent,1.93,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.74MiB / 31.09GiB,0.07,661kB / 922kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.27,21.95MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.27,21.1MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.28,21.41MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.01,24.27MiB / 31.09GiB,0.08,240kB / 413kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.2,23.5MiB / 31.09GiB,0.07,706MB / 689MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.16MiB / 31.09GiB,0.13,26.2MB / 12.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.32,21.6MiB / 31.09GiB,0.07,691kB / 362kB,0B / 0B,7
88df3cf2f98e,mysql,0.23,405.9MiB / 31.09GiB,1.27,9.19MB / 23.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.81MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.2,45.93MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,178.59,753.8MiB / 31.09GiB,2.37,135MB / 136MB,280MB / 1.29GB,54
1ec32aa56724,r_agent,1.16,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.03,22.8MiB / 31.09GiB,0.07,662kB / 924kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.31,21.97MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,21.11MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.36,21.43MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.29MiB / 31.09GiB,0.08,240kB / 414kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.34,23.43MiB / 31.09GiB,0.07,721MB / 704MB,0B / 0B,15
1d733de5658f,cn-agent,0.89,42.29MiB / 31.09GiB,0.13,26.2MB / 12.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.3,21.61MiB / 31.09GiB,0.07,693kB / 362kB,0B / 0B,7
88df3cf2f98e,mysql,0.89,405.9MiB / 31.09GiB,1.27,9.21MB / 23.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.81MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.45,46.24MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,166.51,753.9MiB / 31.09GiB,2.37,135MB / 136MB,280MB / 1.29GB,54
1ec32aa56724,r_agent,1.2,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.8MiB / 31.09GiB,0.07,663kB / 925kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.22,21.97MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.26,21.11MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.34,21.43MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.29MiB / 31.09GiB,0.08,241kB / 415kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.33,23.43MiB / 31.09GiB,0.07,736MB / 718MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.17MiB / 31.09GiB,0.13,26.3MB / 12.6MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.33,21.61MiB / 31.09GiB,0.07,694kB / 363kB,0B / 0B,7
88df3cf2f98e,mysql,0.24,405.9MiB / 31.09GiB,1.27,9.22MB / 23.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.81MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.33,46.23MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,162.31,753.8MiB / 31.09GiB,2.37,135MB / 136MB,280MB / 1.29GB,54
1ec32aa56724,r_agent,2.21,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.9MiB / 31.09GiB,0.07,664kB / 926kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.35,21.99MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.3,21.16MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.28,21.44MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.3MiB / 31.09GiB,0.08,241kB / 415kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.37,23.43MiB / 31.09GiB,0.07,751MB / 733MB,0B / 0B,15
1d733de5658f,cn-agent,0.81,42.19MiB / 31.09GiB,0.13,26.3MB / 12.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.32,21.64MiB / 31.09GiB,0.07,694kB / 363kB,0B / 0B,7
88df3cf2f98e,mysql,0.73,405.9MiB / 31.09GiB,1.27,9.23MB / 23.5MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.81MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.6,46.14MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,169.91,753.8MiB / 31.09GiB,2.37,135MB / 136MB,280MB / 1.29GB,54
1ec32aa56724,r_agent,1.43,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,23MiB / 31.09GiB,0.07,665kB / 928kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.29,21.93MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.31,21.16MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.3,21.46MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.31MiB / 31.09GiB,0.08,241kB / 416kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.23,23.44MiB / 31.09GiB,0.07,766MB / 747MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.3MiB / 31.09GiB,0.13,26.3MB / 12.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.31,21.64MiB / 31.09GiB,0.07,696kB / 364kB,0B / 0B,7
88df3cf2f98e,mysql,0.27,405.9MiB / 31.09GiB,1.27,9.25MB / 23.6MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.83MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.03,46.2MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,148.92,753.8MiB / 31.09GiB,2.37,136MB / 137MB,280MB / 1.29GB,54
1ec32aa56724,r_agent,1.23,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.04,22.83MiB / 31.09GiB,0.07,666kB / 930kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.28,21.97MiB / 31.09GiB,0.07,69.7kB / 33kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.3,21.16MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.29,21.46MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.31MiB / 31.09GiB,0.08,242kB / 416kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,2.37,23.44MiB / 31.09GiB,0.07,781MB / 762MB,0B / 0B,15
1d733de5658f,cn-agent,0.84,42.2MiB / 31.09GiB,0.13,26.4MB / 12.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.28,21.67MiB / 31.09GiB,0.07,697kB / 365kB,0B / 0B,7
